addressDetailEn,addressDetailTh,addressEn,addressTh,branchNameEn,branchNameTh,districtEn,districtTh,faxExt,faxTh,latitude,longtitude,provinceNameEn,provinceNameTh,subDistrictEn,subDistrictTh,telExt,telTh,timeEn,timeTh,timeWeekendEn,timeWeekendTh,workingHourEn,workingHourTh,workingHourWeekendEn,workingHourWeekendTh,zipCode,code,mobile,branchType
,219 หมู่ที่ 2 ถนนเพชรเกษม,,219 หมู่ที่ 2 ถนนเพชรเกษม ตำบลคลองปาง อำเภอรัษฎา จังหวัดตรัง 92160,,รัษฎา (ตรัง),,รัษฎา,,075-270-362,8.007023,99.641613,,ตรัง,,คลองปาง,,075-270-361,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-552,091-770-9779,SOMWANG
,44/15 ถนนเพชรเกษม,,44/15 ถนนเพชรเกษม ตำบลหน้าเมือง อำเภอเมืองราชบุรี จังหวัดราชบุรี 70000,,ราชบุรี,,เมืองราชบุรี,,032-720-233,13.542876,99.80914,,ราชบุรี,,หน้าเมือง,,032-720-232,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-330,063-905-6222,SOMWANG
,42 ซอยรามคำแหง 2 ซอย 23,,42 ซอยรามคำแหง 2 ซอย 23 แขวงดอกไม้ เขตประเวศ จังหวัดกรุงเทพฯ 10250,,รามคำแหง 2,,ประเวศ,,02-130-5280,13.672139,100.683306,,กรุงเทพฯ,,ดอกไม้,,02-130-5279,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-417,091-770-5225,SOMWANG
,"154 ,156 ถนนรามอินทรา",,"154 ,156 ถนนรามอินทรา แขวงรามอินทรา เขตคันนายาว จังหวัดกรุงเทพฯ 10230",,รามอินทรา กม.7,,คันนายาว,,02-519-0156,13.843264,100.653358,,กรุงเทพมหานคร,,รามอินทรา,,02-519-0155,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-288,091-889-5666,SOMWANG
,28 หมู่ที่ 14,,28 หมู่ที่ 14 ตำบลเมืองคง อำเภอราษีไศล จังหวัดศรีสะเกษ 33160,,ราษีไศล (ศรีสะเกษ),,ราษีไศล,,045-682-194,15.342891,104.153565,,ศรีสะเกษ,,เมืองคง,,045-682-193,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-268,091-889-4400,SOMWANG
,"172, 173 หมู่ที่ 11",,"172, 173 หมู่ที่ 11 ตำบลเหนือเมือง อำเภอเมืองร้อยเอ็ด จังหวัดร้อยเอ็ด 45000",,ร้อยเอ็ด,,เมืองร้อยเอ็ด,,043 516 838,16.066579,103.650964,,ร้อยเอ็ด,,เหนือเมือง,,043 516 262,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-033,063-906-1000,SOMWANG
,19/5-7 หมู่ 1,,19/5-7 หมู่ 1 ตำบลท่าศาลา อำเภอเมือง จังหวัดลพบุรี 15000,,ลพบุรี,,เมือง,,036 422 373,14.791821,100.671568,,ลพบุรี,,ท่าศาลา,,036 422 372,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-032,063-905-8000,SOMWANG
,"1 ,1/1 หมู่ที่ 4",,"1 ,1/1 หมู่ที่ 4 ตำบลกำแพง อำเภอละงู จังหวัดสตูล 91110",,ละงู (สตูล),,ละงู,,074-740-776,6.882226,99.78454,,สตูล,,กำแพง,,074-740-775,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-269,091-889-4455,SOMWANG
,69/1 หมู่ที่ 1,,69/1 หมู่ที่ 1 ตำบลละหานทราย อำเภอละหานทราย จังหวัดบุรีรัมย์ 31170,,ละหานทราย (บุรีรัมย์),,ละหานทราย,,044-649-024,14.413338,102.854472,,บุรีรัมย์,,ละหานทราย,,044-649-023,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-416,094-232-2468,SOMWANG
,"531/11, 531/12 ถนนอินใจมี",,"531/11, 531/12 ถนนอินใจมี ตำบลศรีพนมมาศ อำเภอลับแล จังหวัดอุตรดิตถ์ 53130",,ลับแล (อุตรดิตถ์),,ลับแล,,055-479-833,17.651781,100.043036,,อุตรดิตถ์,,ศรีพนมมาศ,,055-479-832,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-513,063-905-0101,SOMWANG
,77/18-19 หมู่ที่ 3,,77/18-19 หมู่ที่ 3 ตำบลสามเมือง อำเภอลาดบัวหลวง จังหวัดพระนครศรีอยุธยา 13230,,ลาดบัวหลวง,,ลาดบัวหลวง,,035-355-415,14.164644,100.291797,,พระนครศรีอยุธยา,,สามเมือง,,035-355-414,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-208,063-904-4433,SOMWANG
,383 ถนนลาดปลาเค้า,,383 ถนนลาดปลาเค้า แขวงจรเข้บัว เขตลาดพร้าว จังหวัดกรุงเทพฯ 10230,,ลาดปลาเค้า,,ลาดพร้าว,,02-570-1589,13.846191,100.602391,,กรุงเทพฯ,,จรเข้บัว,,02-570-1588,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-271,091-889-4555,SOMWANG
,769 หมู่ที่ 6,,769 หมู่ที่ 6 ตำบลลาดยาว อำเภอลาดยาว จังหวัดนครสวรรค์ 60150,,ลาดยาว,,ลาดยาว,,056 272 521,15.750173,99.792955,,นครสวรรค์,,ลาดยาว,,056 272 520,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-058,084-940-8000,SOMWANG
,"242/4 ,242/5 ถนนลาดหญ้า",,"242/4 ,242/5 ถนนลาดหญ้า แขวงคลองสาน เขตคลองสาน จังหวัดกรุงเทพฯ 10600",,ลาดหญ้า,,คลองสาน,,024-392-089,13.727035,100.496837,,กรุงเทพมหานคร,,คลองสาน,,02-439-2088,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-226,063-904-7333,SOMWANG
,141/8 หมู่ที่ 1,,141/8 หมู่ที่ 1 ตำบลลาดหญ้า อำเภอเมืองกาญจนบุรี จังหวัดกาญจนบุรี 71190,,ลาดหญ้า (กาญจนบุรี),,เมืองกาญจนบุรี,,034-589-029,14.100081,99.418201,,กาญจนบุรี,,ลาดหญ้า,,034-589-028,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-293,091-889-6222,SOMWANG
,"19/38 ,19/39 หมู่ที่ 1",,"19/38 ,19/39 หมู่ที่ 1 ตำบลคูขวาง อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี 12140",,ลาดหลุมแก้ว,,ลาดหลุมแก้ว,,02-599-1034,14.047632,100.437846,,ปทุมธานี,,คูขวาง,,02-599-1033,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-200,096-804-4100,SOMWANG
,158 หมู่ที่ 1,,158 หมู่ที่ 1 ตำบลลานกระบือ อำเภอลานกระบือ จังหวัดกำแพงเพชร 62170,,ลานกระบือ (กำแพงเพชร),,ลานกระบือ,,055 741 691,16.598291,99.856032,,กำแพงเพชร,,ลานกระบือ,,055-741-690,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-389,088-980-4111,SOMWANG
,472/1 หมู่ที่ 2,,472/1 หมู่ที่ 2 ตำบลลานสัก อำเภอลานสัก จังหวัดอุทัยธานี 61160,,ลานสัก (อุทัยธานี),,ลานสัก,,056-510-774,15.465722,99.54025,,อุทัยธานี,,ลานสัก,,056-510-773,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-447,095-367-8111,SOMWANG
,138 หมู่ที่ 5,,138 หมู่ที่ 5 ตำบลลำทับ อำเภอลำทับ จังหวัดกระบี่ 81120,,ลำทับ (กระบี่),,ลำทับ,,075-656-301,8.06504,99.294732,,กระบี่,,ลำทับ,,075-656-300,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-526,091-770-6776,SOMWANG
,10-11 หมู่ที่ 5,,10-11 หมู่ที่ 5 ตำบลลำนารายณ์ อำเภอชัยบาดาล จังหวัดลพบุรี 15130,,ลำนารายณ์,,ชัยบาดาล,,036-461-885,15.208081,101.134889,,ลพบุรี,,ลำนารายณ์,,036-461-884,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-107,091-818-1000,SOMWANG
,84/1 หมู่ที่ 7,,84/1 หมู่ที่ 7 ตำบลลำปลายมาศ อำเภอลำปลายมาศ จังหวัดบุรีรัมย์ 31130,,ลำปลายมาศ,,ลำปลายมาศ,,044-660-975,15.01485,102.833523,,บุรีรัมย์,,ลำปลายมาศ,,044-660-974,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-234,063-904-7555,SOMWANG
,260-260/1 ถนนฉัตรไชย,,260-260/1 ถนนฉัตรไชย ตำบลสบตุ๋ย อำเภอเมือง จังหวัดลำปาง 52100,,ลำปาง,,เมือง,,054 231 476,18.287755,99.489,,ลำปาง,,สบตุ๋ย,,054 231 466,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-031,063-905-6000,SOMWANG
,134/1-2 ถนนลำปาง-แม่ทะ,,134/1-2 ถนนลำปาง-แม่ทะ ตำบลพระบาท อำเภอเมืองลำปาง จังหวัดลำปาง 52000,,ลำปาง 2 (แยกศรีชุม),,เมืองลำปาง,,054-209-532,18.276873,99.49867,,ลำปาง,,พระบาท,,054-209-533,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-391,095-364-2555,SOMWANG
,1/82 หมู่ 4,,"1/68 ,1/69 หมู่ที่ 4 ตำบลบ้านกลาง อำเภอเมืองลำพูน จังหวัดลำพูน 51000",,ลำพูน,,ลำพูน,,053 581 791,18.586537,99.050415,,ลำพูน,,บ้านกลาง,,053 581 790,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-019,080-297-5000,SOMWANG
,"9, 11 ถนนอิทยงยศ",,"9, 11 ถนนอิทยงยศ ตำบลในเมือง อำเภอเมืองลำพูน จังหวัดลำพูน 51000",,ลำพูน 2 (ถนนอินทยงยศ),,เมืองลำพูน,,053-581-652,18.58089,99.008111,,ลำพูน,,ในเมือง,,053-581-651,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-498,063-904-8338,SOMWANG
,29/282 หมู่ที่ 4,,29/282 หมู่ที่ 4 ตำบลลาดสวาย อำเภอลำลูกกา จังหวัดปทุมธานี 12150,,ลำลูกกา คลอง 4,,ลำลูกกา,,02-140-0998,13.944611,100.684972,,ปทุมธานี,,ลาดสวาย,,02-140-0997,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-189,063-901-1600,SOMWANG
,71/6 หมู่ที่ 6,,71/6 หมู่ที่ 6 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี 12130,,ลำลูกกาคลอง 2 (เสมาฟ้าคราม),,ลำลูกกา,,02-147-3654,13.970972,100.643541,,ปทุมธานี,,คูคต,,02-147-3655,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-385,095-364-2333,SOMWANG
,39/314 หมู่ที่ 4,,39/314 หมู่ที่ 4 ตำบลบึงคำพร้อย อำเภอลำลูกกา จังหวัดปทุมธานี 12150,,ลำลูกกาคลอง 7,,ลำลูกกา,,02-577-1591,13.964897,100.745262,,ปทุมธานี,,บึงคำพร้อย,,02-577-1590,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-272,091-889-4666,SOMWANG
,7/52 หมู่ที่ 5,,7/52 หมู่ที่ 5 ตำบลลำลูกกา อำเภอลำลูกกา จังหวัดปทุมธานี 12150,,ลำลูกกาคลอง 8,,ลำลููกกา,,02-191-0018,13.943479,100.772382,,ปทุุมธานี,,ลำลูกกา,,02-191-0017,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-312,091-889-7444,SOMWANG
